hex_id,lat,lng,district,ndvi,ndvi_trend_3y,lst_c,pop_density,built_density,road_density,dist_road_m,impervious,elevation_m,landuse,structural_component,behavioural_component,eco_risk_true,high_risk_true,rep_count,rep_sev_mean,rep_sev_max,rep_trust_sum,rep_verified_share,rep_uniq_users,rep_behav_share,rep_late_share
H00110,43.149459459459464,76.95995516101974,Медеу,0.45,0.004,21.1,6352.0,0.106,0.237,286.0,0.038,1674.0,Парк/сквер,-2.86,-1.46,1.531,0,2.0,3.0,3.0,1.217,0.5,2.0,1.0,0.0
H00111,43.149459459459464,76.96745329272889,Медеу,0.479,0.0,24.0,4037.0,0.096,0.23,306.0,0.062,1681.0,Парк/сквер,-2.68,-1.045,3.446,0,3.0,2.6666666666666665,4.0,1.2189999999999999,0.6666666666666666,3.0,1.0,0.6666666666666666
H00112,43.149459459459464,76.97495142443805,Медеу,0.605,0.033,21.5,5055.0,0.086,0.224,276.0,0.066,1671.0,Парк/сквер,-4.793,0.037,2.961,0,1.0,1.0,1.0,0.553,0.0,1.0,1.0,0.0
H00113,43.149459459459464,76.9824495561472,Медеу,0.61,0.023,18.9,3879.0,0.078,0.219,366.0,0.086,1714.0,Парк/сквер,-5.235,0.621,2.481,0,21.0,2.761904761904762,5.0,10.695,0.8095238095238095,20.0,0.9523809523809523,0.6666666666666666
H00114,43.149459459459464,76.98994768785636,Медеу,0.517,0.029,21.4,4240.0,0.07,0.213,299.0,0.02,1771.0,Парк/сквер,-4.26,-1.327,1.521,0,1.0,1.0,1.0,0.357,1.0,1.0,1.0,1.0
H00115,43.149459459459464,76.99744581956551,Медеу,0.543,0.008,18.4,4153.0,0.063,0.208,297.0,0.075,1719.0,Промышленная,-4.165,0.898,2.804,0,36.0,2.5555555555555554,5.0,18.927,0.6111111111111112,35.0,0.7777777777777778,0.8611111111111112
H00116,43.149459459459464,77.00494395127467,Медеу,0.571,-0.003,20.6,4648.0,0.057,0.204,288.0,0.029,1754.0,Парк/сквер,-3.89,1.112,3.951,0,51.0,3.0588235294117645,5.0,23.995,0.6078431372549019,46.0,0.8235294117647058,0.5098039215686274
H00117,43.149459459459464,77.01244208298382,Медеу,0.622,0.025,19.9,3167.0,0.052,0.199,266.0,0.02,1747.0,Коммерческая,-5.096,-1.293,1.03,0,3.0,2.0,3.0,1.4420000000000002,0.3333333333333333,3.0,1.0,0.6666666666666666
H00118,43.149459459459464,77.01994021469298,Медеу,0.61,0.006,20.6,3037.0,0.049,0.194,288.0,0.02,1800.0,Парк/сквер,-4.477,0.298,1.661,0,11.0,2.0,4.0,4.855,0.5454545454545454,11.0,0.7272727272727273,0.5454545454545454
H00119,43.149459459459464,77.02743834640214,Медеу,0.573,0.05,22.3,3166.0,0.046,0.19,329.0,0.029,1751.0,Промышленная,-5.362,1.225,2.562,0,32.0,2.1875,4.0,15.57,0.5,30.0,0.90625,0.75
H00120,43.149459459459464,77.03493647811129,Медеу,0.563,0.039,21.4,2581.0,0.043,0.187,315.0,0.02,1744.0,Транспорт,-5.046,-1.096,1.615,0,1.0,4.0,4.0,0.502,0.0,1.0,1.0,1.0
H00121,43.149459459459464,77.04243460982045,Медеу,0.634,0.031,18.7,4386.0,0.042,0.184,322.0,0.02,1765.0,Промышленная,-5.769,1.15,2.835,0,31.0,2.5161290322580645,5.0,15.201,0.7419354838709677,30.0,0.8064516129032258,0.7096774193548387
H00122,43.149459459459464,77.0499327415296,Медеу,0.587,0.04,21.7,2247.0,0.041,0.181,335.0,0.02,1799.0,Транспорт,-5.338,-0.457,2.143,0,2.0,2.0,3.0,1.572,0.0,2.0,1.0,1.0
H00123,43.149459459459464,77.05743087323876,Медеу,0.587,0.039,19.1,2107.0,0.04,0.179,327.0,0.02,1803.0,Парк/сквер,-5.594,-1.396,1.688,0,3.0,2.3333333333333335,3.0,1.326,0.6666666666666666,3.0,1.0,0.6666666666666666
H00124,43.149459459459464,77.06492900494791,Медеу,0.591,0.047,21.0,1673.0,0.04,0.178,391.0,0.02,1794.0,Парк/сквер,-5.884,-1.988,1.486,0,2.0,2.0,2.0,1.596,1.0,2.0,1.0,1.0
H00125,43.149459459459464,77.07242713665707,Медеу,0.64,-0.002,19.7,2390.0,0.039,0.178,374.0,0.02,1820.0,Парк/сквер,-5.005,-1.922,1.1,0,3.0,1.6666666666666667,3.0,1.319,0.0,3.0,0.6666666666666666,0.6666666666666666
H00126,43.149459459459464,77.07992526836622,Медеу,0.643,0.024,18.9,3497.0,0.04,0.179,330.0,0.02,1841.0,Жилая,-5.659,-1.711,1.908,0,4.0,2.25,3.0,1.6119999999999999,0.75,4.0,0.75,0.5
H00127,43.149459459459464,77.08742340007538,Медеу,0.667,0.023,18.3,1444.0,0.04,0.18,336.0,0.02,1842.0,Парк/сквер,-5.938,-0.233,2.025,0,2.0,1.5,2.0,0.881,0.0,2.0,1.0,0.5
H00128,43.149459459459464,77.09492153178454,Медеу,0.545,0.021,21.6,2485.0,0.04,0.182,336.0,0.025,1792.0,Пустырь,-4.482,0.368,2.678,0,10.0,2.8,4.0,5.232,0.6,10.0,0.8,0.6
H00129,43.154189189189196,76.78374906585458,Алмалы,0.426,0.001,20.5,3653.0,0.053,0.255,306.0,0.051,1489.0,Жилая,-2.911,1.139,4.69,0,27.0,3.5555555555555554,5.0,14.429,0.7037037037037037,26.0,0.9259259259259259,0.6666666666666666
H00130,43.154189189189196,76.79124719756373,Алмалы,0.395,0.017,22.5,3636.0,0.059,0.258,293.0,0.104,1477.0,Жилая,-2.675,-2.181,3.337,0,3.0,3.3333333333333335,4.0,1.3940000000000001,1.0,3.0,0.6666666666666666,1.0
H00131,43.154189189189196,76.79874532927289,Алмалы,0.43,-0.003,22.8,3761.0,0.066,0.263,308.0,0.056,1497.0,Парк/сквер,-2.483,-0.462,2.361,0,2.0,1.5,2.0,1.014,1.0,2.0,0.5,1.0
H00132,43.154189189189196,76.80624346098205,Алмалы,0.446,0.014,20.8,4287.0,0.076,0.269,286.0,0.099,1499.0,Парк/сквер,-3.092,-0.014,3.275,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00133,43.154189189189196,76.8137415926912,Алмалы,0.406,-0.0,21.4,3330.0,0.087,0.276,313.0,0.108,1496.0,Промышленная,-2.378,0.546,4.001,0,10.0,3.2,5.0,5.694,0.9,10.0,0.9,0.6
H00134,43.154189189189196,76.82123972440036,Алмалы,0.456,-0.015,23.1,4758.0,0.1,0.284,302.0,0.034,1539.0,Парк/сквер,-2.228,-1.87,2.394,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00135,43.154189189189196,76.82873785610951,Алмалы,0.425,0.002,22.8,5624.0,0.114,0.292,306.0,0.047,1503.0,Промышленная,-2.422,-0.609,3.309,0,1.0,1.0,1.0,0.849,1.0,1.0,1.0,1.0
H00136,43.154189189189196,76.83623598781867,Алмалы,0.418,-0.022,23.5,4647.0,0.129,0.3,261.0,0.071,1532.0,Пустырь,-1.314,1.091,4.74,0,22.0,3.3636363636363638,5.0,11.502,0.5909090909090909,21.0,0.9090909090909091,0.5
H00137,43.154189189189196,76.84373411952782,Алмалы,0.425,-0.011,20.3,4028.0,0.144,0.308,337.0,0.201,1535.0,Парк/сквер,-2.05,-1.746,3.097,0,2.0,3.0,3.0,0.589,1.0,2.0,1.0,0.5
H00138,43.154189189189196,76.85123225123698,Алмалы,0.534,0.006,22.1,3773.0,0.158,0.315,261.0,0.078,1527.0,Промышленная,-3.073,-0.971,2.643,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00139,43.154189189189196,76.85873038294613,Алмалы,0.507,0.003,22.7,4504.0,0.171,0.321,260.0,0.13,1558.0,Парк/сквер,-2.537,-0.935,2.764,0,1.0,3.0,3.0,0.422,1.0,1.0,1.0,0.0
H00140,43.154189189189196,76.86622851465529,Алмалы,0.436,0.0,22.9,5419.0,0.182,0.324,219.0,0.167,1585.0,Транспорт,-1.576,0.65,4.543,0,23.0,3.0434782608695654,5.0,12.063,0.6086956521739131,21.0,0.9130434782608695,0.6086956521739131
H00141,43.154189189189196,76.87372664636445,Алмалы,0.369,0.004,24.8,5917.0,0.191,0.326,343.0,0.105,1541.0,Парк/сквер,-1.515,-0.924,3.343,0,1.0,1.0,1.0,0.828,0.0,1.0,0.0,1.0
H00142,43.154189189189196,76.8812247780736,Бостандык,0.516,-0.032,22.6,6719.0,0.197,0.325,268.0,0.225,1582.0,Парк/сквер,-1.347,-1.901,3.727,0,1.0,2.0,2.0,0.277,1.0,1.0,1.0,0.0
H00143,43.154189189189196,76.88872290978276,Бостандык,0.518,-0.002,24.1,8029.0,0.201,0.322,269.0,0.123,1602.0,Жилая,-2.24,0.449,4.381,0,21.0,3.380952380952381,5.0,11.09,0.5714285714285714,21.0,0.8571428571428571,0.38095238095238093
H00144,43.154189189189196,76.89622104149191,Бостандык,0.479,-0.008,21.8,4499.0,0.201,0.318,281.0,0.136,1592.0,Пустырь,-2.089,-0.381,3.303,0,2.0,3.0,4.0,1.435,1.0,2.0,1.0,1.0
H00145,43.154189189189196,76.90371917320107,Бостандык,0.484,0.01,23.4,5825.0,0.199,0.311,270.0,0.115,1641.0,Парк/сквер,-2.436,-1.575,1.919,0,1.0,1.0,1.0,0.911,1.0,1.0,1.0,1.0
H00146,43.154189189189196,76.91121730491022,Бостандык,0.476,-0.009,26.8,6119.0,0.194,0.304,276.0,0.092,1619.0,Транспорт,-1.512,-0.528,4.576,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00147,43.154189189189196,76.91871543661938,Бостандык,0.495,0.012,23.1,6018.0,0.187,0.295,241.0,0.059,1583.0,Парк/сквер,-2.659,-0.678,3.173,0,3.0,3.0,3.0,1.8130000000000002,0.3333333333333333,3.0,1.0,0.6666666666666666
H00148,43.154189189189196,76.92621356832854,Бостандык,0.48,-0.015,22.6,5639.0,0.178,0.286,294.0,0.119,1596.0,Парк/сквер,-1.96,-0.409,4.537,0,1.0,5.0,5.0,0.284,1.0,1.0,1.0,1.0
H00149,43.154189189189196,76.93371170003769,Бостандык,0.482,0.004,20.4,5352.0,0.167,0.277,212.0,0.106,1659.0,Парк/сквер,-2.52,-0.917,3.098,0,1.0,2.0,2.0,0.15,0.0,1.0,0.0,1.0
H00150,43.154189189189196,76.94120983174685,Бостандык,0.486,0.034,20.4,5934.0,0.155,0.268,321.0,0.02,1649.0,Парк/сквер,-4.07,-0.427,2.653,0,1.0,3.0,3.0,0.742,0.0,1.0,1.0,1.0
H00151,43.154189189189196,76.948707963456,Бостандык,0.469,0.008,22.3,5555.0,0.143,0.26,256.0,0.043,1657.0,Пустырь,-2.713,0.278,4.241,0,15.0,3.0,5.0,8.133000000000001,0.4666666666666667,14.0,0.8,0.4666666666666667
H00152,43.154189189189196,76.95620609516516,Медеу,0.518,0.024,22.2,4481.0,0.13,0.251,305.0,0.02,1655.0,Парк/сквер,-3.83,0.289,3.301,0,8.0,2.75,4.0,5.717,0.75,8.0,0.75,0.75
H00153,43.154189189189196,76.96370422687431,Медеу,0.603,-0.007,18.7,4400.0,0.117,0.243,292.0,0.082,1679.0,Коммерческая,-3.942,-1.268,1.306,0,5.0,1.8,3.0,3.1390000000000002,0.6,4.0,0.8,0.4
H00154,43.154189189189196,76.97120235858347,Медеу,0.491,0.025,22.6,5194.0,0.105,0.236,311.0,0.02,1698.0,Жилая,-3.72,-0.251,2.019,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00155,43.154189189189196,76.97870049029262,Медеу,0.596,0.021,20.1,5696.0,0.094,0.229,349.0,0.046,1670.0,Жилая,-4.89,0.001,2.304,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00156,43.154189189189196,76.98619862200178,Медеу,0.537,-0.001,21.5,5814.0,0.083,0.222,298.0,0.02,1683.0,Пустырь,-3.534,1.331,4.587,0,41.0,3.024390243902439,5.0,22.009,0.6829268292682927,36.0,0.8780487804878049,0.6585365853658537
H00157,43.154189189189196,76.99369675371094,Медеу,0.526,0.023,22.8,3444.0,0.074,0.216,272.0,0.072,1692.0,Парк/сквер,-3.733,-0.979,2.464,0,1.0,3.0,3.0,0.323,1.0,1.0,1.0,1.0
H00158,43.154189189189196,77.00119488542009,Медеу,0.649,-0.005,20.1,4331.0,0.066,0.21,291.0,0.027,1701.0,Коммерческая,-4.469,-1.427,1.066,0,2.0,3.0,4.0,1.5619999999999998,0.5,2.0,1.0,1.0
H00159,43.154189189189196,77.00869301712925,Медеу,0.599,0.034,21.5,3427.0,0.06,0.204,303.0,0.107,1741.0,Парк/сквер,-4.876,0.472,2.101,0,16.0,2.0,4.0,6.674,0.375,14.0,0.75,0.375
H00160,43.154189189189196,77.0161911488384,Медеу,0.576,-0.011,21.2,2585.0,0.055,0.199,358.0,0.02,1747.0,Парк/сквер,-3.937,-0.733,2.539,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00161,43.154189189189196,77.02368928054756,Медеу,0.54,-0.002,18.9,4235.0,0.05,0.194,271.0,0.101,1714.0,Жилая,-3.665,1.003,4.215,0,36.0,3.5,5.0,17.139,0.5555555555555556,31.0,0.8333333333333334,0.7777777777777778
H00162,43.154189189189196,77.03118741225671,Медеу,0.599,0.048,19.7,2311.0,0.047,0.19,317.0,0.02,1752.0,Транспорт,-5.815,-0.343,1.792,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00163,43.154189189189196,77.03868554396587,Медеу,0.58,0.027,22.6,3912.0,0.044,0.186,300.0,0.036,1767.0,Парк/сквер,-4.626,-1.607,1.604,0,2.0,2.0,3.0,0.9710000000000001,0.5,2.0,0.5,0.5
H00164,43.154189189189196,77.04618367567502,Медеу,0.601,0.046,19.0,3144.0,0.042,0.183,292.0,0.026,1773.0,Парк/сквер,-5.747,-1.614,1.562,0,4.0,2.25,3.0,2.282,0.75,4.0,1.0,0.75
H00165,43.154189189189196,77.05368180738418,Медеу,0.625,0.026,19.8,2789.0,0.041,0.18,256.0,0.032,1762.0,Парк/сквер,-5.131,-2.29,0.999,0,3.0,2.0,3.0,1.2349999999999999,0.3333333333333333,3.0,0.6666666666666666,0.3333333333333333
H00166,43.154189189189196,77.06117993909334,Медеу,0.659,0.013,18.0,2833.0,0.04,0.179,327.0,0.02,1772.0,Парк/сквер,-5.58,-1.53,1.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00167,43.154189189189196,77.06867807080249,Медеу,0.596,0.013,18.5,2147.0,0.04,0.178,322.0,0.02,1768.0,Парк/сквер,-5.001,-1.372,1.269,0,2.0,1.5,2.0,0.911,0.5,2.0,1.0,1.0
H00168,43.154189189189196,77.07617620251165,Медеу,0.633,0.026,18.6,2750.0,0.04,0.178,361.0,0.02,1791.0,Парк/сквер,-5.82,-0.072,2.319,0,6.0,2.1666666666666665,4.0,3.278,0.6666666666666666,6.0,1.0,0.8333333333333334
H00169,43.154189189189196,77.0836743342208,Медеу,0.602,0.036,18.8,1944.0,0.04,0.179,311.0,0.02,1815.0,Парк/сквер,-5.607,-1.428,2.256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00170,43.154189189189196,77.09117246592996,Медеу,0.536,0.05,19.2,3495.0,0.04,0.181,340.0,0.02,1814.0,Парк/сквер,-5.548,-0.074,2.587,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00171,43.154189189189196,77.09867059763911,Медеу,0.671,0.029,20.2,2056.0,0.04,0.184,282.0,0.02,1766.0,Пустырь,-5.667,1.43,2.95,0,38.0,2.5,5.0,23.402,0.5,37.0,0.8947368421052632,0.5789473684210527
H00172,43.15891891891893,76.78,Алмалы,0.428,0.025,21.3,2021.0,0.053,0.254,296.0,0.135,1490.0,Парк/сквер,-3.259,-1.531,2.694,0,3.0,3.0,4.0,2.033,0.3333333333333333,3.0,0.6666666666666666,0.6666666666666666
H00173,43.15891891891893,76.78749813170916,Алмалы,0.511,0.016,22.3,3806.0,0.058,0.258,379.0,0.157,1436.0,Пустырь,-3.789,-0.578,1.879,0,1.0,1.0,1.0,0.36,1.0,1.0,1.0,1.0
H00174,43.15891891891893,76.79499626341831,Алмалы,0.42,0.003,23.5,1282.0,0.065,0.263,332.0,0.08,1476.0,Парк/сквер,-2.54,0.207,3.813,0,5.0,3.0,5.0,2.772,0.6,5.0,1.0,0.6
H00175,43.15891891891893,76.80249439512747,Алмалы,0.491,-0.01,21.5,2089.0,0.075,0.269,293.0,0.104,1502.0,Парк/сквер,-2.738,-0.652,3.161,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00176,43.15891891891893,76.80999252683662,Алмалы,0.404,0.008,21.8,3446.0,0.087,0.276,326.0,0.044,1485.0,Парк/сквер,-2.74,-0.078,3.307,0,5.0,3.0,5.0,2.441,0.6,5.0,0.8,0.4
H00177,43.15891891891893,76.81749065854578,Алмалы,0.445,0.017,21.8,3927.0,0.101,0.285,328.0,0.106,1511.0,Транспорт,-3.113,-1.678,2.429,0,2.0,4.0,4.0,1.045,1.0,2.0,0.5,1.0
H00178,43.15891891891893,76.82498879025493,Алмалы,0.389,-0.012,21.5,3787.0,0.117,0.295,261.0,0.129,1475.0,Жилая,-1.532,0.002,3.697,0,2.0,3.0,3.0,0.715,0.5,2.0,0.5,1.0
H00179,43.15891891891893,76.83248692196409,Алмалы,0.491,0.026,21.8,4166.0,0.133,0.305,234.0,0.081,1559.0,Жилая,-3.286,-1.532,1.949,0,2.0,3.5,4.0,1.3050000000000002,0.5,2.0,1.0,0.5
H00180,43.15891891891893,76.83998505367325,Алмалы,0.44,-0.024,22.6,5960.0,0.151,0.315,286.0,0.14,1521.0,Транспорт,-1.411,-2.405,1.955,0,1.0,1.0,1.0,0.683,1.0,1.0,0.0,0.0
H00181,43.15891891891893,76.8474831853824,Алмалы,0.421,0.027,23.1,5769.0,0.168,0.324,259.0,0.02,1539.0,Жилая,-2.724,-0.797,3.119,0,2.0,2.5,3.0,1.494,1.0,2.0,1.0,0.5
H00182,43.15891891891893,76.85498131709156,Алмалы,0.398,-0.014,23.9,4727.0,0.185,0.332,255.0,0.112,1528.0,Коммерческая,-1.007,0.218,4.355,0,10.0,3.7,5.0,6.151,0.4,10.0,0.8,0.2
H00183,43.15891891891893,76.86247944880071,Алмалы,0.403,0.013,22.6,6528.0,0.2,0.338,308.0,0.061,1549.0,Транспорт,-2.249,-0.434,3.48,0,3.0,3.0,4.0,1.18,0.3333333333333333,3.0,1.0,1.0
H00184,43.15891891891893,76.86997758050987,Алмалы,0.452,-0.007,25.4,5651.0,0.212,0.342,260.0,0.154,1540.0,Парк/сквер,-1.271,-0.38,3.678,0,5.0,2.6,4.0,3.1630000000000003,0.8,5.0,1.0,0.2
H00185,43.15891891891893,76.87747571221902,Бостандык,0.435,-0.04,24.4,7376.0,0.222,0.344,292.0,0.158,1508.0,Парк/сквер,-0.428,-0.881,4.34,0,5.0,2.6,4.0,2.5820000000000003,0.6,5.0,0.6,0.8
H00186,43.15891891891893,76.88497384392818,Бостандык,0.506,0.013,23.4,6810.0,0.228,0.343,228.0,0.164,1605.0,Парк/сквер,-2.274,-0.557,4.101,0,2.0,2.5,3.0,0.75,0.0,2.0,1.0,0.5
H00187,43.15891891891893,76.89247197563733,Бостандык,0.473,-0.002,24.5,7217.0,0.231,0.34,281.0,0.169,1544.0,Промышленная,-1.666,0.487,4.441,0,24.0,3.2916666666666665,5.0,13.068,0.7083333333333334,21.0,0.9166666666666666,0.625
H00188,43.15891891891893,76.89997010734649,Бостандык,0.488,0.001,24.5,6788.0,0.231,0.335,232.0,0.179,1549.0,Жилая,-1.643,-1.424,2.771,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00189,43.15891891891893,76.90746823905565,Бостандык,0.426,0.021,24.8,6604.0,0.228,0.328,273.0,0.243,1599.0,Транспорт,-1.686,0.033,4.389,0,4.0,1.75,3.0,2.755,0.5,4.0,0.25,0.5
H00190,43.15891891891893,76.9149663707648,Бостандык,0.527,0.037,25.4,7464.0,0.221,0.32,240.0,0.172,1615.0,Парк/сквер,-2.91,1.407,3.82,0,61.0,2.80327868852459,5.0,31.804000000000002,0.4426229508196721,51.0,0.8360655737704918,0.6229508196721312
H00191,43.15891891891893,76.92246450247396,Бостандык,0.497,-0.019,22.8,7179.0,0.212,0.311,235.0,0.207,1587.0,Жилая,-1.386,-1.376,3.239,0,2.0,4.0,5.0,1.3599999999999999,1.0,2.0,1.0,0.5
H00192,43.15891891891893,76.92996263418311,Бостандык,0.494,-0.01,23.7,6601.0,0.201,0.301,221.0,0.119,1574.0,Парк/сквер,-1.673,-0.616,4.401,0,1.0,3.0,3.0,0.451,0.0,1.0,1.0,0.0
H00193,43.15891891891893,76.93746076589227,Бостандык,0.464,-0.006,24.2,6735.0,0.188,0.291,306.0,0.169,1601.0,Жилая,-1.788,-0.687,3.711,0,3.0,3.6666666666666665,5.0,1.634,1.0,3.0,1.0,1.0
H00194,43.15891891891893,76.94495889760142,Бостандык,0.404,0.014,22.9,6279.0,0.174,0.281,294.0,0.13,1650.0,Жилая,-2.114,1.746,4.724,0,69.0,3.1594202898550723,5.0,35.156,0.5942028985507246,58.0,0.9130434782608695,0.6811594202898551
H00195,43.15891891891893,76.95245702931058,Бостандык,0.555,-0.013,23.4,5700.0,0.159,0.27,274.0,0.035,1667.0,Парк/сквер,-2.696,-1.845,2.144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00196,43.15891891891893,76.95995516101974,Медеу,0.512,0.005,23.9,6112.0,0.144,0.261,357.0,0.096,1652.0,Парк/сквер,-3.044,-2.824,1.97,0,1.0,1.0,1.0,0.381,1.0,1.0,1.0,0.0
H00197,43.15891891891893,76.96745329272889,Медеу,0.597,0.012,21.4,3600.0,0.129,0.251,257.0,0.02,1639.0,Парк/сквер,-4.05,-1.728,0.884,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00198,43.15891891891893,76.97495142443805,Медеу,0.502,0.015,22.8,4120.0,0.115,0.242,349.0,0.025,1685.0,Жилая,-3.606,-1.25,1.856,0,2.0,1.0,1.0,0.471,0.5,2.0,1.0,0.0
H00199,43.15891891891893,76.9824495561472,Медеу,0.496,-0.009,21.3,5269.0,0.101,0.234,284.0,0.162,1712.0,Жилая,-2.551,-0.485,3.193,0,5.0,2.4,5.0,2.8129999999999997,0.8,5.0,1.0,1.0
H00200,43.15891891891893,76.98994768785636,Медеу,0.6,0.011,21.8,4615.0,0.09,0.226,302.0,0.052,1674.0,Парк/сквер,-4.245,-0.394,3.076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00201,43.15891891891893,76.99744581956551,Медеу,0.529,0.0,20.4,4380.0,0.079,0.219,339.0,0.057,1728.0,Парк/сквер,-3.729,-0.897,1.714,0,3.0,1.6666666666666667,3.0,1.624,0.3333333333333333,3.0,1.0,0.6666666666666666
H00202,43.15891891891893,77.00494395127467,Медеу,0.554,0.033,20.0,3841.0,0.07,0.212,337.0,0.02,1730.0,Коммерческая,-4.998,-0.474,1.741,0,6.0,1.5,3.0,2.789,0.3333333333333333,6.0,0.8333333333333334,0.6666666666666666
H00203,43.15891891891893,77.01244208298382,Медеу,0.517,-0.01,20.5,3909.0,0.063,0.206,264.0,0.057,1701.0,Парк/сквер,-3.099,-2.225,2.311,0,2.0,3.0,5.0,0.44499999999999995,0.5,2.0,1.0,1.0
H00204,43.15891891891893,77.01994021469298,Медеу,0.605,0.028,18.6,3559.0,0.057,0.2,307.0,0.02,1697.0,Парк/сквер,-5.36,-0.465,2.504,0,2.0,2.5,3.0,1.094,0.5,2.0,0.5,0.5
H00205,43.15891891891893,77.02743834640214,Медеу,0.531,0.025,21.3,3249.0,0.052,0.194,283.0,0.02,1766.0,Промышленная,-4.286,0.053,3.136,0,1.0,4.0,4.0,0.866,1.0,1.0,1.0,1.0
H00206,43.15891891891893,77.03493647811129,Медеу,0.582,0.013,19.5,2293.0,0.048,0.19,316.0,0.02,1755.0,Парк/сквер,-4.723,-1.029,2.054,0,2.0,2.5,3.0,1.021,1.0,2.0,0.5,0.0
H00207,43.15891891891893,77.04243460982045,Медеу,0.57,0.038,21.2,3253.0,0.045,0.186,386.0,0.02,1737.0,Транспорт,-5.396,-0.207,1.407,0,2.0,2.5,3.0,0.857,1.0,2.0,1.0,1.0
H00208,43.15891891891893,77.0499327415296,Медеу,0.56,0.016,21.0,2539.0,0.043,0.183,314.0,0.02,1753.0,Коммерческая,-4.458,-1.264,1.501,0,2.0,1.5,2.0,0.768,1.0,2.0,0.5,0.5
H00209,43.15891891891893,77.05743087323876,Медеу,0.527,0.005,18.5,3522.0,0.042,0.18,370.0,0.036,1758.0,Парк/сквер,-4.406,-1.63,2.356,0,2.0,2.0,2.0,0.942,0.5,2.0,1.0,0.0
H00210,43.15891891891893,77.06492900494791,Медеу,0.57,0.001,19.5,4175.0,0.041,0.179,298.0,0.02,1789.0,Транспорт,-4.256,-0.932,2.198,0,4.0,2.5,3.0,2.233,1.0,3.0,0.75,0.25
H00211,43.15891891891893,77.07242713665707,Медеу,0.602,0.016,19.1,2799.0,0.04,0.179,321.0,0.068,1801.0,Парк/сквер,-4.951,-1.115,1.377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00212,43.15891891891893,77.07992526836622,Медеу,0.584,-0.008,20.6,2514.0,0.04,0.179,297.0,0.02,1765.0,Промышленная,-3.965,-0.147,3.061,0,2.0,2.5,3.0,0.44500000000000006,0.5,2.0,1.0,0.5
H00213,43.15891891891893,77.08742340007538,Медеу,0.675,0.02,19.6,2734.0,0.04,0.18,305.0,0.02,1787.0,Транспорт,-5.63,-0.842,1.339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00214,43.15891891891893,77.09492153178454,Медеу,0.601,0.024,20.2,1970.0,0.04,0.183,320.0,0.02,1748.0,Парк/сквер,-5.136,-0.49,1.832,0,4.0,2.0,4.0,2.367,0.75,4.0,0.75,0.5
H00215,43.16364864864866,76.78374906585458,Алмалы,0.441,0.019,19.8,4386.0,0.057,0.257,218.0,0.119,1407.0,Жилая,-3.08,-0.18,3.374,0,1.0,2.0,2.0,0.465,1.0,1.0,1.0,1.0
H00216,43.16364864864866,76.79124719756373,Алмалы,0.474,0.004,21.1,3129.0,0.064,0.262,269.0,0.02,1455.0,Пустырь,-3.178,-0.761,3.125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00217,43.16364864864866,76.79874532927289,Алмалы,0.472,0.018,21.0,2139.0,0.074,0.268,295.0,0.065,1423.0,Парк/сквер,-3.531,-1.011,3.021,0,2.0,2.5,3.0,1.793,0.5,2.0,1.0,0.5
H00218,43.16364864864866,76.80624346098205,Алмалы,0.417,0.007,23.6,3410.0,0.086,0.276,333.0,0.096,1467.0,Транспорт,-2.513,-1.964,2.928,0,2.0,2.5,3.0,1.142,1.0,2.0,0.5,0.5
H00219,43.16364864864866,76.8137415926912,Алмалы,0.505,0.027,21.2,2852.0,0.101,0.285,220.0,0.121,1477.0,Транспорт,-3.478,0.608,3.775,0,16.0,3.375,5.0,7.997,0.5,15.0,0.6875,0.625
H00220,43.16364864864866,76.82123972440036,Алмалы,0.429,-0.014,23.1,4795.0,0.118,0.296,267.0,0.02,1512.0,Коммерческая,-1.873,-0.468,3.785,0,2.0,4.0,4.0,0.896,1.0,2.0,0.5,0.0
H00221,43.16364864864866,76.82873785610951,Алмалы,0.471,-0.0,20.6,5715.0,0.137,0.308,351.0,0.159,1470.0,Пустырь,-2.852,0.517,4.046,0,25.0,3.04,5.0,12.682,0.48,23.0,0.92,0.68
