report_id,hex_id,district,lat,lng,category,severity,user_id,user_trust,verified,date,month
R000248,H00027,Медеу,43.14,76.98245,Асфальтированный газон,2,U04443,0.268,0,2026-12-24,2026-12
R000249,H00027,Медеу,43.14,76.98245,Пень / вырубка,4,U04773,0.664,0,2026-11-11,2026-11
R000250,H00027,Медеу,43.14,76.98245,Асфальтированный газон,3,U01272,0.777,1,2027-02-13,2027-02
R000251,H00027,Медеу,43.14,76.98245,Отсутствие озеленения,3,U00670,0.15,0,2027-06-01,2027-06
R000252,H00027,Медеу,43.14,76.98245,Дымящая труба,4,U02126,0.448,1,2027-02-24,2027-02
R000253,H00027,Медеу,43.14,76.98245,Асфальтированный газон,3,U04307,0.15,1,2027-05-24,2027-05
R000254,H00028,Медеу,43.14,76.98995,Парковка на газоне,4,U01582,0.164,1,2027-01-16,2027-01
R000255,H00028,Медеу,43.14,76.98995,Сломанная скамейка/фонарь,3,U04232,0.556,1,2027-05-08,2027-05
R000256,H00028,Медеу,43.14,76.98995,Дымящая труба,2,U04106,0.979,0,2027-04-08,2027-04
R000257,H00029,Медеу,43.14,76.99745,Асфальтированный газон,1,U01328,0.583,0,2026-11-06,2026-11
R000258,H00029,Медеу,43.14,76.99745,Стихийная свалка,4,U00459,0.164,1,2026-10-16,2026-10
R000259,H00029,Медеу,43.14,76.99745,Стихийная свалка,2,U00606,0.15,0,2026-09-13,2026-09
R000260,H00029,Медеу,43.14,76.99745,Засохшее дерево,2,U03897,0.373,1,2026-10-16,2026-10
R000261,H00029,Медеу,43.14,76.99745,Сломанная скамейка/фонарь,2,U00865,0.477,1,2027-01-27,2027-01
R000262,H00029,Медеу,43.14,76.99745,Дымящая труба,3,U02808,0.391,0,2027-02-08,2027-02
R000263,H00029,Медеу,43.14,76.99745,Переполненный бак,3,U04858,0.319,1,2027-02-06,2027-02
R000264,H00029,Медеу,43.14,76.99745,Сломанная скамейка/фонарь,4,U02949,0.825,1,2027-06-14,2027-06
R000265,H00029,Медеу,43.14,76.99745,Асфальтированный газон,2,U04232,0.556,0,2027-06-01,2027-06
R000266,H00029,Медеу,43.14,76.99745,Загрязнённый арык,4,U04755,0.646,1,2027-02-13,2027-02
R000267,H00029,Медеу,43.14,76.99745,Пень / вырубка,1,U03777,0.61,1,2027-05-08,2027-05
R000268,H00029,Медеу,43.14,76.99745,Парковка на газоне,1,U01226,0.631,1,2027-03-22,2027-03
R000269,H00029,Медеу,43.14,76.99745,Стихийная свалка,4,U02403,0.767,1,2026-12-12,2026-12
R000270,H00029,Медеу,43.14,76.99745,Дымящая труба,1,U04232,0.556,1,2027-04-17,2027-04
R000271,H00029,Медеу,43.14,76.99745,Пень / вырубка,3,U01328,0.583,1,2026-11-17,2026-11
R000272,H00029,Медеу,43.14,76.99745,Стихийная свалка,3,U04531,0.936,1,2027-05-29,2027-05
R000273,H00029,Медеу,43.14,76.99745,Переполненный бак,3,U00387,0.379,0,2027-01-04,2027-01
R000274,H00030,Медеу,43.14,77.00494,Подтопление,1,U04662,0.81,1,2027-06-12,2027-06
R000275,H00030,Медеу,43.14,77.00494,Стихийная свалка,1,U04484,0.408,1,2027-04-06,2027-04
R000276,H00030,Медеу,43.14,77.00494,Отсутствие озеленения,1,U01726,0.391,0,2027-04-18,2027-04
R000277,H00030,Медеу,43.14,77.00494,Хорошее место,2,U01749,0.321,1,2027-04-09,2027-04
R000278,H00030,Медеу,43.14,77.00494,Стихийная свалка,2,U00222,0.621,1,2027-06-24,2027-06
R000279,H00030,Медеу,43.14,77.00494,Загрязнённый арык,2,U01014,0.777,0,2027-02-28,2027-02
R000280,H00030,Медеу,43.14,77.00494,Загрязнённый арык,2,U02531,0.462,1,2027-01-21,2027-01
R000281,H00030,Медеу,43.14,77.00494,Загрязнённый арык,5,U05199,0.629,1,2027-02-07,2027-02
R000282,H00030,Медеу,43.14,77.00494,Переполненный бак,2,U00008,0.364,1,2027-03-29,2027-03
R000283,H00030,Медеу,43.14,77.00494,Парковка на газоне,1,U04672,0.835,1,2027-04-07,2027-04
R000284,H00030,Медеу,43.14,77.00494,Хорошее место,1,U04232,0.556,0,2027-04-13,2027-04
R000285,H00030,Медеу,43.14,77.00494,Пень / вырубка,3,U01543,0.571,1,2026-12-09,2026-12
R000286,H00030,Медеу,43.14,77.00494,Загрязнённый арык,3,U00003,0.727,0,2027-03-31,2027-03
R000287,H00030,Медеу,43.14,77.00494,Парковка на газоне,3,U02601,0.364,0,2027-01-16,2027-01
R000288,H00030,Медеу,43.14,77.00494,Стихийная свалка,4,U00752,0.302,1,2026-11-15,2026-11
R000289,H00032,Медеу,43.14,77.01994,Дымящая труба,4,U04517,0.232,0,2027-03-16,2027-03
R000290,H00032,Медеу,43.14,77.01994,Парковка на газоне,3,U00923,0.47,1,2027-03-23,2027-03
R000291,H00032,Медеу,43.14,77.01994,Парковка на газоне,3,U00483,0.316,1,2027-01-10,2027-01
R000292,H00032,Медеу,43.14,77.01994,Подтопление,2,U02621,0.205,1,2027-05-20,2027-05
R000293,H00032,Медеу,43.14,77.01994,Пень / вырубка,1,U04482,0.684,1,2026-11-01,2026-11
R000294,H00032,Медеу,43.14,77.01994,Пень / вырубка,1,U00564,0.801,1,2027-02-28,2027-02
R000295,H00032,Медеу,43.14,77.01994,Хорошее место,3,U04274,0.334,1,2027-02-28,2027-02
R000296,H00032,Медеу,43.14,77.01994,Стихийная свалка,3,U04232,0.556,1,2026-12-20,2026-12
R000297,H00032,Медеу,43.14,77.01994,Стихийная свалка,1,U04911,0.588,1,2027-03-13,2027-03
R000298,H00032,Медеу,43.14,77.01994,Асфальтированный газон,1,U00366,0.15,0,2027-01-13,2027-01
R000299,H00032,Медеу,43.14,77.01994,Загрязнённый арык,2,U02277,0.702,0,2026-12-30,2026-12
R000300,H00032,Медеу,43.14,77.01994,Асфальтированный газон,2,U04471,0.78,1,2026-11-27,2026-11
R000301,H00032,Медеу,43.14,77.01994,Засохшее дерево,1,U03580,0.162,0,2027-05-27,2027-05
R000302,H00032,Медеу,43.14,77.01994,Пень / вырубка,3,U00279,0.15,1,2027-04-10,2027-04
R000303,H00033,Медеу,43.14,77.02744,Переполненный бак,4,U04954,0.666,1,2027-05-15,2027-05
R000304,H00033,Медеу,43.14,77.02744,Засохшее дерево,3,U01949,0.55,1,2027-05-04,2027-05
R000305,H00033,Медеу,43.14,77.02744,Хорошее место,1,U04564,0.15,0,2027-05-01,2027-05
R000306,H00034,Медеу,43.14,77.03494,Переполненный бак,2,U03587,0.565,1,2027-01-30,2027-01
R000307,H00034,Медеу,43.14,77.03494,Отсутствие озеленения,2,U03847,0.274,0,2027-01-30,2027-01
R000308,H00034,Медеу,43.14,77.03494,Стихийная свалка,1,U01494,0.553,0,2027-04-22,2027-04
R000309,H00035,Медеу,43.14,77.04243,Пень / вырубка,4,U04507,0.41,1,2027-03-27,2027-03
R000310,H00036,Медеу,43.14,77.04993,Дымящая труба,5,U04449,0.667,1,2027-03-10,2027-03
R000311,H00036,Медеу,43.14,77.04993,Подтопление,2,U01726,0.391,1,2027-03-06,2027-03
R000312,H00036,Медеу,43.14,77.04993,Отсутствие озеленения,1,U02707,0.246,0,2027-02-15,2027-02
R000313,H00036,Медеу,43.14,77.04993,Стихийная свалка,2,U04609,0.744,1,2027-03-01,2027-03
R000314,H00036,Медеу,43.14,77.04993,Стихийная свалка,2,U02882,0.77,1,2026-11-12,2026-11
R000315,H00036,Медеу,43.14,77.04993,Парковка на газоне,2,U01545,0.699,1,2027-05-08,2027-05
R000316,H00036,Медеу,43.14,77.04993,Дымящая труба,5,U00225,0.458,1,2027-04-03,2027-04
R000317,H00036,Медеу,43.14,77.04993,Хорошее место,4,U01272,0.777,0,2027-06-23,2027-06
R000318,H00036,Медеу,43.14,77.04993,Отсутствие озеленения,1,U03442,0.452,0,2027-02-20,2027-02
R000319,H00036,Медеу,43.14,77.04993,Парковка на газоне,5,U05091,0.581,0,2026-09-26,2026-09
R000320,H00036,Медеу,43.14,77.04993,Отсутствие озеленения,1,U04388,0.303,0,2027-02-02,2027-02
R000321,H00036,Медеу,43.14,77.04993,Загрязнённый арык,4,U04679,0.558,1,2026-12-05,2026-12
R000322,H00036,Медеу,43.14,77.04993,Дымящая труба,2,U03629,0.283,0,2027-06-16,2027-06
R000323,H00036,Медеу,43.14,77.04993,Загрязнённый арык,3,U04871,0.911,0,2027-06-13,2027-06
R000324,H00036,Медеу,43.14,77.04993,Пень / вырубка,3,U04232,0.556,1,2027-03-12,2027-03
R000325,H00036,Медеу,43.14,77.04993,Дымящая труба,1,U02557,0.542,1,2027-04-10,2027-04
R000326,H00036,Медеу,43.14,77.04993,Подтопление,2,U00408,0.8,0,2027-02-17,2027-02
R000327,H00036,Медеу,43.14,77.04993,Стихийная свалка,3,U00934,0.571,1,2027-05-13,2027-05
R000328,H00036,Медеу,43.14,77.04993,Загрязнённый арык,2,U01294,0.614,1,2027-04-01,2027-04
R000329,H00036,Медеу,43.14,77.04993,Переполненный бак,4,U00181,0.339,1,2027-05-18,2027-05
R000330,H00036,Медеу,43.14,77.04993,Переполненный бак,1,U02639,0.306,0,2026-10-06,2026-10
R000331,H00036,Медеу,43.14,77.04993,Сломанная скамейка/фонарь,4,U00279,0.15,0,2027-03-24,2027-03
R000332,H00036,Медеу,43.14,77.04993,Пень / вырубка,2,U03396,0.69,0,2027-02-06,2027-02
R000333,H00036,Медеу,43.14,77.04993,Дымящая труба,5,U00496,0.488,1,2027-01-06,2027-01
R000334,H00036,Медеу,43.14,77.04993,Стихийная свалка,3,U00272,0.496,1,2027-03-06,2027-03
R000335,H00036,Медеу,43.14,77.04993,Асфальтированный газон,3,U01691,0.944,1,2027-05-09,2027-05
R000336,H00036,Медеу,43.14,77.04993,Стихийная свалка,3,U02707,0.246,0,2027-04-23,2027-04
R000337,H00036,Медеу,43.14,77.04993,Загрязнённый арык,1,U05038,0.723,1,2027-04-16,2027-04
R000338,H00036,Медеу,43.14,77.04993,Дымящая труба,2,U00735,0.402,0,2027-03-25,2027-03
R000339,H00036,Медеу,43.14,77.04993,Переполненный бак,4,U02277,0.702,0,2027-02-12,2027-02
R000340,H00036,Медеу,43.14,77.04993,Парковка на газоне,1,U04986,0.916,1,2027-02-17,2027-02
R000341,H00036,Медеу,43.14,77.04993,Переполненный бак,3,U02302,0.245,1,2026-11-29,2026-11
R000342,H00036,Медеу,43.14,77.04993,Парковка на газоне,4,U04274,0.334,1,2027-01-11,2027-01
R000343,H00036,Медеу,43.14,77.04993,Асфальтированный газон,3,U00919,0.47,1,2027-02-10,2027-02
R000344,H00036,Медеу,43.14,77.04993,Подтопление,2,U04643,0.373,1,2027-02-14,2027-02
R000345,H00036,Медеу,43.14,77.04993,Асфальтированный газон,4,U00358,0.331,1,2027-05-26,2027-05
R000346,H00036,Медеу,43.14,77.04993,Дымящая труба,2,U04145,0.502,0,2026-12-31,2026-12
R000347,H00036,Медеу,43.14,77.04993,Сломанная скамейка/фонарь,2,U00354,0.628,0,2027-04-16,2027-04
R000348,H00036,Медеу,43.14,77.04993,Стихийная свалка,3,U03352,0.295,0,2026-10-27,2026-10
R000349,H00036,Медеу,43.14,77.04993,Парковка на газоне,3,U04495,0.828,1,2027-04-07,2027-04
R000350,H00036,Медеу,43.14,77.04993,Пень / вырубка,3,U00191,0.884,1,2026-11-16,2026-11
R000351,H00036,Медеу,43.14,77.04993,Сломанная скамейка/фонарь,1,U03764,0.536,0,2027-04-03,2027-04
R000352,H00036,Медеу,43.14,77.04993,Загрязнённый арык,3,U00082,0.183,1,2027-04-07,2027-04
R000353,H00036,Медеу,43.14,77.04993,Асфальтированный газон,4,U00621,0.15,0,2026-11-29,2026-11
R000354,H00036,Медеу,43.14,77.04993,Пень / вырубка,3,U04581,0.747,0,2027-01-09,2027-01
R000355,H00036,Медеу,43.14,77.04993,Сломанная скамейка/фонарь,4,U04849,0.732,1,2027-02-23,2027-02
R000356,H00036,Медеу,43.14,77.04993,Стихийная свалка,2,U04495,0.828,1,2027-03-28,2027-03
R000357,H00037,Медеу,43.14,77.05743,Переполненный бак,3,U03729,0.488,1,2027-01-17,2027-01
R000358,H00039,Медеу,43.14,77.07243,Сломанная скамейка/фонарь,2,U03060,0.315,0,2027-03-21,2027-03
R000359,H00042,Медеу,43.14,77.09492,Сломанная скамейка/фонарь,1,U03517,0.28,0,2026-12-10,2026-12
R000360,H00042,Медеу,43.14,77.09492,Дымящая труба,2,U04495,0.828,1,2026-10-23,2026-10
R000361,H00042,Медеу,43.14,77.09492,Хорошее место,1,U00919,0.47,1,2027-02-07,2027-02
R000362,H00043,Алмалы,43.14473,76.78375,Сломанная скамейка/фонарь,3,U02710,0.672,1,2027-05-30,2027-05
R000363,H00043,Алмалы,43.14473,76.78375,Парковка на газоне,1,U00100,0.829,1,2027-01-01,2027-01
R000364,H00044,Алмалы,43.14473,76.79125,Парковка на газоне,1,U02577,0.551,1,2026-12-17,2026-12
R000365,H00045,Алмалы,43.14473,76.79875,Дымящая труба,1,U05180,0.754,0,2027-01-02,2027-01
R000366,H00046,Алмалы,43.14473,76.80624,Засохшее дерево,1,U01710,0.815,1,2027-03-21,2027-03
R000367,H00047,Алмалы,43.14473,76.81374,Подтопление,3,U04578,0.292,1,2027-03-28,2027-03
R000368,H00047,Алмалы,43.14473,76.81374,Подтопление,4,U04495,0.828,1,2027-03-05,2027-03
R000369,H00048,Алмалы,43.14473,76.82124,Сломанная скамейка/фонарь,3,U00831,0.675,1,2027-02-10,2027-02
R000370,H00048,Алмалы,43.14473,76.82124,Загрязнённый арык,3,U04787,0.553,0,2026-12-17,2026-12
R000371,H00049,Алмалы,43.14473,76.82874,Стихийная свалка,5,U02391,0.639,1,2026-10-15,2026-10
R000372,H00049,Алмалы,43.14473,76.82874,Парковка на газоне,4,U00279,0.15,0,2026-11-06,2026-11
R000373,H00049,Алмалы,43.14473,76.82874,Переполненный бак,3,U00778,0.439,0,2026-12-05,2026-12
R000374,H00050,Алмалы,43.14473,76.83624,Пень / вырубка,3,U01748,0.179,1,2027-05-25,2027-05
R000375,H00050,Алмалы,43.14473,76.83624,Пень / вырубка,3,U00681,0.374,0,2026-10-12,2026-10
R000376,H00050,Алмалы,43.14473,76.83624,Асфальтированный газон,2,U01749,0.321,1,2026-12-29,2026-12
R000377,H00050,Алмалы,43.14473,76.83624,Засохшее дерево,2,U04232,0.556,1,2027-03-11,2027-03
R000378,H00050,Алмалы,43.14473,76.83624,Дымящая труба,4,U01607,0.571,1,2026-11-20,2026-11
R000379,H00050,Алмалы,43.14473,76.83624,Переполненный бак,3,U03249,0.867,1,2027-02-10,2027-02
R000380,H00050,Алмалы,43.14473,76.83624,Стихийная свалка,2,U05101,0.593,1,2027-01-15,2027-01
R000381,H00051,Алмалы,43.14473,76.84373,Дымящая труба,2,U04943,0.558,1,2027-03-07,2027-03
R000382,H00052,Алмалы,43.14473,76.85123,Стихийная свалка,3,U04071,0.73,1,2027-04-30,2027-04
R000383,H00052,Алмалы,43.14473,76.85123,Стихийная свалка,1,U04495,0.828,1,2026-12-20,2026-12
R000384,H00052,Алмалы,43.14473,76.85123,Засохшее дерево,2,U00054,0.643,1,2027-03-04,2027-03
R000385,H00052,Алмалы,43.14473,76.85123,Стихийная свалка,5,U04053,0.587,0,2027-02-09,2027-02
R000386,H00052,Алмалы,43.14473,76.85123,Дымящая труба,2,U02978,0.64,1,2027-02-13,2027-02
R000387,H00052,Алмалы,43.14473,76.85123,Переполненный бак,3,U01564,0.425,0,2027-03-20,2027-03
R000388,H00052,Алмалы,43.14473,76.85123,Загрязнённый арык,2,U01754,0.799,1,2026-11-26,2026-11
R000389,H00052,Алмалы,43.14473,76.85123,Стихийная свалка,5,U02170,0.912,1,2027-05-12,2027-05
R000390,H00052,Алмалы,43.14473,76.85123,Дымящая труба,1,U01457,0.45,0,2027-01-23,2027-01
R000391,H00052,Алмалы,43.14473,76.85123,Стихийная свалка,2,U01702,0.193,0,2027-01-02,2027-01
R000392,H00052,Алмалы,43.14473,76.85123,Стихийная свалка,4,U01862,0.409,1,2027-05-25,2027-05
R000393,H00052,Алмалы,43.14473,76.85123,Дымящая труба,1,U02277,0.702,1,2027-01-25,2027-01
R000394,H00052,Алмалы,43.14473,76.85123,Дымящая труба,4,U04495,0.828,0,2026-09-19,2026-09
R000395,H00052,Алмалы,43.14473,76.85123,Засохшее дерево,2,U04495,0.828,1,2027-05-09,2027-05
R000396,H00052,Алмалы,43.14473,76.85123,Асфальтированный газон,1,U05031,0.497,0,2027-03-04,2027-03
R000397,H00052,Алмалы,43.14473,76.85123,Асфальтированный газон,3,U00966,0.172,1,2027-02-20,2027-02
R000398,H00052,Алмалы,43.14473,76.85123,Переполненный бак,4,U04232,0.556,0,2026-12-28,2026-12
R000399,H00052,Алмалы,43.14473,76.85123,Дымящая труба,3,U02676,0.802,0,2027-01-07,2027-01
R000400,H00052,Алмалы,43.14473,76.85123,Переполненный бак,3,U02259,0.697,1,2026-12-25,2026-12
